Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2026-01-14,USD,0,100000,5.140,1.5
2026-01-14,USD,100000,1000000,4.640,1
2026-01-14,USD,1000000,50000000,4.390,0.75
2026-01-14,USD,50000000,250000000,4.140,0.5
2026-01-14,USD,250000000,,4.140,0.5
2026-01-14,AED,0,350000,6.119,2.5
2026-01-14,AED,350000,3500000,5.619,2
2026-01-14,AED,3500000,350000000,5.119,1.5
2026-01-14,AED,350000000,,5.119,1.5
2026-01-14,AUD,0,150000,5.118,1.5
2026-01-14,AUD,150000,1500000,4.618,1
2026-01-14,AUD,1500000,75000000,4.368,0.75
2026-01-14,AUD,75000000,300000000,4.118,0.5
2026-01-14,AUD,300000000,,4.118,0.5
2026-01-14,CAD,0,130000,3.722,1.5
2026-01-14,CAD,130000,1300000,3.222,1
2026-01-14,CAD,1300000,64000000,2.972,0.75
2026-01-14,CAD,64000000,260000000,2.722,0.5
2026-01-14,CAD,260000000,,2.722,0.5
2026-01-14,CHF,0,90000,1.500,1.5
2026-01-14,CHF,90000,900000,1.000,1
2026-01-14,CHF,900000,46000000,0.750,0.75
2026-01-14,CHF,46000000,180000000,0.75,0.5
2026-01-14,CHF,180000000,,0.75,0.5
2026-01-14,CNH,0,700000,5.735,4
2026-01-14,CNH,700000,7000000,4.735,3
2026-01-14,CNH,7000000,350000000,4.235,2.5
2026-01-14,CNH,350000000,,3.735,2
2026-01-14,CZK,0,400000000,6.251,3
2026-01-14,CZK,400000000,,6.251,3
2026-01-14,DKK,0,120000000,4.435,3
2026-01-14,DKK,120000000,,4.435,3
2026-01-14,EUR,0,90000,3.459,1.5
2026-01-14,EUR,90000,900000,2.959,1
2026-01-14,EUR,900000,44000000,2.709,0.75
2026-01-14,EUR,44000000,180000000,2.459,0.5
2026-01-14,EUR,180000000,,2.459,0.5
2026-01-14,GBP,0,80000,5.224,1.5
2026-01-14,GBP,80000,800000,4.724,1
2026-01-14,GBP,800000,38000000,4.474,0.75
2026-01-14,GBP,38000000,150000000,4.224,0.5
2026-01-14,GBP,150000000,,4.224,0.5
2026-01-14,HKD,0,780000,5.165,2.5
2026-01-14,HKD,780000,7800000,4.665,2
2026-01-14,HKD,7800000,780000000,4.165,1.5
2026-01-14,HKD,780000000,,4.165,1.5
2026-01-14,HUF,0,4500000000,10.828,5
2026-01-14,HUF,4500000000,,10.828,5
2026-01-14,ILS,0,80000000,9.006,5
2026-01-14,ILS,80000000,,9.006,5
2026-01-14,INR,,,8.390,3
2026-01-14,JPY,0,11000000,2.188,1.5
2026-01-14,JPY,11000000,114000000,1.688,1
2026-01-14,JPY,114000000,5700000000,1.438,0.75
2026-01-14,JPY,5700000000,23000000000,1.188,0.5
2026-01-14,JPY,23000000000,,1.188,0.5
2026-01-14,KRW,0,120000000,4.500,2
2026-01-14,KRW,120000000,1200000000,4.000,1.5
2026-01-14,KRW,1200000000,24000000000,3.500,1
2026-01-14,KRW,24000000000,,3.500,1
2026-01-14,MXN,0,2000000,9.281,3
2026-01-14,MXN,2000000,20000000,8.281,2
2026-01-14,MXN,20000000,2000000000,7.781,1.5
2026-01-14,MXN,2000000000,,7.781,1.5
2026-01-14,NOK,0,900000,4.989,1.5
2026-01-14,NOK,900000,9000000,4.489,1
2026-01-14,NOK,9000000,450000000,4.239,0.75
2026-01-14,NOK,450000000,1800000000,3.989,0.5
2026-01-14,NOK,1800000000,,3.989,0.5
2026-01-14,NZD,0,150000,3.674,1.5
2026-01-14,NZD,150000,1500000,3.174,1
2026-01-14,NZD,1500000,150000000,2.924,0.75
2026-01-14,NZD,150000000,,2.924,0.75
2026-01-14,PLN,0,70000000,6.955,3
2026-01-14,PLN,70000000,,6.955,3
2026-01-14,RON,,,7.859,3
2026-01-14,RUB*,0,660000000,20.570,5
2026-01-14,RUB*,660000000,,20.570,5
2026-01-14,SAR,0,350000,6.620,2.5
2026-01-14,SAR,350000,3500000,6.120,2
2026-01-14,SAR,3500000,350000000,5.620,1.5
2026-01-14,SAR,350000000,,5.620,1.5
2026-01-14,SEK,0,900000,3.402,1.5
2026-01-14,SEK,900000,9100000,2.902,1
2026-01-14,SEK,9100000,454000000,2.652,0.75
2026-01-14,SEK,454000000,1820000000,2.402,0.5
2026-01-14,SEK,1820000000,,2.402,0.5
2026-01-14,SGD,0,140000,2.503,1.5
2026-01-14,SGD,140000,1400000,2.003,1
2026-01-14,SGD,1400000,68000000,1.753,0.75
2026-01-14,SGD,68000000,270000000,1.503,0.5
2026-01-14,SGD,270000000,,1.503,0.5
2026-01-14,TRY,0,250000000,36.688,5
2026-01-14,TRY,250000000,,36.688,5
2026-01-14,ZAR,0,1500000,8.231,1.5
2026-01-14,ZAR,1500000,15000000,7.731,1
2026-01-14,ZAR,15000000,1500000000,7.481,0.75
2026-01-14,ZAR,1500000000,,7.481,0.75
