Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2026-08-20,USD,0,100000,5.130,1.5
2026-08-20,USD,100000,1000000,4.630,1
2026-08-20,USD,1000000,50000000,4.380,0.75
2026-08-20,USD,50000000,250000000,4.130,0.5
2026-08-20,USD,250000000,,4.130,0.5
2026-08-20,AED,0,350000,6.183,2.5
2026-08-20,AED,350000,3500000,5.683,2
2026-08-20,AED,3500000,350000000,5.183,1.5
2026-08-20,AED,350000000,,5.183,1.5
2026-08-20,AUD,0,150000,5.531,1.5
2026-08-20,AUD,150000,1500000,5.031,1
2026-08-20,AUD,1500000,75000000,4.781,0.75
2026-08-20,AUD,75000000,300000000,4.531,0.5
2026-08-20,AUD,300000000,,4.531,0.5
2026-08-20,CAD,0,130000,3.694,1.5
2026-08-20,CAD,130000,1300000,3.194,1
2026-08-20,CAD,1300000,64000000,2.944,0.75
2026-08-20,CAD,64000000,260000000,2.694,0.5
2026-08-20,CAD,260000000,,2.694,0.5
2026-08-20,CHF,0,90000,1.500,1.5
2026-08-20,CHF,90000,900000,1.000,1
2026-08-20,CHF,900000,46000000,0.750,0.75
2026-08-20,CHF,46000000,180000000,0.75,0.5
2026-08-20,CHF,180000000,,0.75,0.5
2026-08-20,CNH,0,700000,5.151,4
2026-08-20,CNH,700000,7000000,4.151,3
2026-08-20,CNH,7000000,350000000,3.651,2.5
2026-08-20,CNH,350000000,,3.151,2
2026-08-20,CZK,0,400000000,6.320,3
2026-08-20,CZK,400000000,,6.320,3
2026-08-20,DKK,0,120000000,4.751,3
2026-08-20,DKK,120000000,,4.751,3
2026-08-20,EUR,0,90000,3.670,1.5
2026-08-20,EUR,90000,900000,3.170,1
2026-08-20,EUR,900000,44000000,2.920,0.75
2026-08-20,EUR,44000000,180000000,2.670,0.5
2026-08-20,EUR,180000000,,2.670,0.5
2026-08-20,GBP,0,80000,5.178,1.5
2026-08-20,GBP,80000,800000,4.678,1
2026-08-20,GBP,800000,38000000,4.428,0.75
2026-08-20,GBP,38000000,150000000,4.178,0.5
2026-08-20,GBP,150000000,,4.178,0.5
2026-08-20,HKD,0,780000,4.692,2.5
2026-08-20,HKD,780000,7800000,4.192,2
2026-08-20,HKD,7800000,780000000,3.692,1.5
2026-08-20,HKD,780000000,,3.692,1.5
2026-08-20,HUF,0,4500000000,10.533,5
2026-08-20,HUF,4500000000,,10.533,5
2026-08-20,ILS,0,80000000,8.288,5
2026-08-20,ILS,80000000,,8.288,5
2026-08-20,INR,,,8.160,3
2026-08-20,JPY,0,11000000,2.394,1.5
2026-08-20,JPY,11000000,114000000,1.894,1
2026-08-20,JPY,114000000,5700000000,1.644,0.75
2026-08-20,JPY,5700000000,23000000000,1.394,0.5
2026-08-20,JPY,23000000000,,1.394,0.5
2026-08-20,KRW,,,7.754,3.5
2026-08-20,MXN,0,2000000,9.545,3
2026-08-20,MXN,2000000,20000000,8.545,2
2026-08-20,MXN,20000000,2000000000,8.045,1.5
2026-08-20,MXN,2000000000,,8.045,1.5
2026-08-20,NOK,0,900000,5.562,1.5
2026-08-20,NOK,900000,9000000,5.062,1
2026-08-20,NOK,9000000,450000000,4.812,0.75
2026-08-20,NOK,450000000,1800000000,4.562,0.5
2026-08-20,NOK,1800000000,,4.562,0.5
2026-08-20,NZD,0,150000,3.894,1.5
2026-08-20,NZD,150000,1500000,3.394,1
2026-08-20,NZD,1500000,150000000,3.144,0.75
2026-08-20,NZD,150000000,,3.144,0.75
2026-08-20,PLN,0,70000000,6.601,3
2026-08-20,PLN,70000000,,6.601,3
2026-08-20,RON,,,8.299,3
2026-08-20,RUB*,0,660000000,18.930,5
2026-08-20,RUB*,660000000,,18.930,5
2026-08-20,SAR,0,350000,6.367,2.5
2026-08-20,SAR,350000,3500000,5.867,2
2026-08-20,SAR,3500000,350000000,5.367,1.5
2026-08-20,SAR,350000000,,5.367,1.5
2026-08-20,SEK,0,900000,3.136,1.5
2026-08-20,SEK,900000,9100000,2.636,1
2026-08-20,SEK,9100000,454000000,2.386,0.75
2026-08-20,SEK,454000000,1820000000,2.136,0.5
2026-08-20,SEK,1820000000,,2.136,0.5
2026-08-20,SGD,0,140000,2.787,1.5
2026-08-20,SGD,140000,1400000,2.287,1
2026-08-20,SGD,1400000,68000000,2.037,0.75
2026-08-20,SGD,68000000,270000000,1.787,0.5
2026-08-20,SGD,270000000,,1.787,0.5
2026-08-20,TRY,0,250000000,36.280,5
2026-08-20,TRY,250000000,,36.280,5
2026-08-20,ZAR,0,1500000,6.712,1.5
2026-08-20,ZAR,1500000,15000000,6.212,1
2026-08-20,ZAR,15000000,1500000000,5.962,0.75
2026-08-20,ZAR,1500000000,,5.962,0.75
