Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2026-08-22,USD,0,100000,5.130,1.5
2026-08-22,USD,100000,1000000,4.630,1
2026-08-22,USD,1000000,50000000,4.380,0.75
2026-08-22,USD,50000000,250000000,4.130,0.5
2026-08-22,USD,250000000,,4.130,0.5
2026-08-22,AED,0,350000,6.015,2.5
2026-08-22,AED,350000,3500000,5.515,2
2026-08-22,AED,3500000,350000000,5.015,1.5
2026-08-22,AED,350000000,,5.015,1.5
2026-08-22,AUD,0,150000,5.594,1.5
2026-08-22,AUD,150000,1500000,5.094,1
2026-08-22,AUD,1500000,75000000,4.844,0.75
2026-08-22,AUD,75000000,300000000,4.594,0.5
2026-08-22,AUD,300000000,,4.594,0.5
2026-08-22,CAD,0,130000,3.682,1.5
2026-08-22,CAD,130000,1300000,3.182,1
2026-08-22,CAD,1300000,64000000,2.932,0.75
2026-08-22,CAD,64000000,260000000,2.682,0.5
2026-08-22,CAD,260000000,,2.682,0.5
2026-08-22,CHF,0,90000,1.500,1.5
2026-08-22,CHF,90000,900000,1.000,1
2026-08-22,CHF,900000,46000000,0.750,0.75
2026-08-22,CHF,46000000,180000000,0.75,0.5
2026-08-22,CHF,180000000,,0.75,0.5
2026-08-22,CNH,0,700000,5.257,4
2026-08-22,CNH,700000,7000000,4.257,3
2026-08-22,CNH,7000000,350000000,3.757,2.5
2026-08-22,CNH,350000000,,3.257,2
2026-08-22,CZK,0,400000000,6.405,3
2026-08-22,CZK,400000000,,6.405,3
2026-08-22,DKK,0,120000000,4.798,3
2026-08-22,DKK,120000000,,4.798,3
2026-08-22,EUR,0,90000,3.718,1.5
2026-08-22,EUR,90000,900000,3.218,1
2026-08-22,EUR,900000,44000000,2.968,0.75
2026-08-22,EUR,44000000,180000000,2.718,0.5
2026-08-22,EUR,180000000,,2.718,0.5
2026-08-22,GBP,0,80000,5.244,1.5
2026-08-22,GBP,80000,800000,4.744,1
2026-08-22,GBP,800000,38000000,4.494,0.75
2026-08-22,GBP,38000000,150000000,4.244,0.5
2026-08-22,GBP,150000000,,4.244,0.5
2026-08-22,HKD,0,780000,5.200,2.5
2026-08-22,HKD,780000,7800000,4.700,2
2026-08-22,HKD,7800000,780000000,4.200,1.5
2026-08-22,HKD,780000000,,4.200,1.5
2026-08-22,HUF,0,4500000000,10.576,5
2026-08-22,HUF,4500000000,,10.576,5
2026-08-22,ILS,0,80000000,7.887,5
2026-08-22,ILS,80000000,,7.887,5
2026-08-22,INR,,,8.190,3
2026-08-22,JPY,0,11000000,2.401,1.5
2026-08-22,JPY,11000000,114000000,1.901,1
2026-08-22,JPY,114000000,5700000000,1.651,0.75
2026-08-22,JPY,5700000000,23000000000,1.401,0.5
2026-08-22,JPY,23000000000,,1.401,0.5
2026-08-22,KRW,,,7.502,3.5
2026-08-22,MXN,0,2000000,9.645,3
2026-08-22,MXN,2000000,20000000,8.645,2
2026-08-22,MXN,20000000,2000000000,8.145,1.5
2026-08-22,MXN,2000000000,,8.145,1.5
2026-08-22,NOK,0,900000,5.536,1.5
2026-08-22,NOK,900000,9000000,5.036,1
2026-08-22,NOK,9000000,450000000,4.786,0.75
2026-08-22,NOK,450000000,1800000000,4.536,0.5
2026-08-22,NOK,1800000000,,4.536,0.5
2026-08-22,NZD,0,150000,3.863,1.5
2026-08-22,NZD,150000,1500000,3.363,1
2026-08-22,NZD,1500000,150000000,3.113,0.75
2026-08-22,NZD,150000000,,3.113,0.75
2026-08-22,PLN,0,70000000,6.603,3
2026-08-22,PLN,70000000,,6.603,3
2026-08-22,RON,,,8.255,3
2026-08-22,RUB*,0,660000000,18.810,5
2026-08-22,RUB*,660000000,,18.810,5
2026-08-22,SAR,0,350000,6.352,2.5
2026-08-22,SAR,350000,3500000,5.852,2
2026-08-22,SAR,3500000,350000000,5.352,1.5
2026-08-22,SAR,350000000,,5.352,1.5
2026-08-22,SEK,0,900000,3.181,1.5
2026-08-22,SEK,900000,9100000,2.681,1
2026-08-22,SEK,9100000,454000000,2.431,0.75
2026-08-22,SEK,454000000,1820000000,2.181,0.5
2026-08-22,SEK,1820000000,,2.181,0.5
2026-08-22,SGD,0,140000,3.006,1.5
2026-08-22,SGD,140000,1400000,2.506,1
2026-08-22,SGD,1400000,68000000,2.256,0.75
2026-08-22,SGD,68000000,270000000,2.006,0.5
2026-08-22,SGD,270000000,,2.006,0.5
2026-08-22,TRY,0,250000000,37.668,5
2026-08-22,TRY,250000000,,37.668,5
2026-08-22,ZAR,0,1500000,7.301,1.5
2026-08-22,ZAR,1500000,15000000,6.801,1
2026-08-22,ZAR,15000000,1500000000,6.551,0.75
2026-08-22,ZAR,1500000000,,6.551,0.75
