Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2025-11-16,USD,0,100000,5.380,1.5
2025-11-16,USD,100000,1000000,4.880,1
2025-11-16,USD,1000000,50000000,4.630,0.75
2025-11-16,USD,50000000,250000000,4.380,0.5
2025-11-16,USD,250000000,,4.380,0.5
2025-11-16,AED,0,350000,6.430,2.5
2025-11-16,AED,350000,3500000,5.930,2
2025-11-16,AED,3500000,350000000,5.430,1.5
2025-11-16,AED,350000000,,5.430,1.5
2025-11-16,AUD,0,150000,5.116,1.5
2025-11-16,AUD,150000,1500000,4.616,1
2025-11-16,AUD,1500000,75000000,4.366,0.75
2025-11-16,AUD,75000000,300000000,4.116,0.5
2025-11-16,AUD,300000000,,4.116,0.5
2025-11-16,CAD,0,130000,3.634,1.5
2025-11-16,CAD,130000,1300000,3.134,1
2025-11-16,CAD,1300000,64000000,2.884,0.75
2025-11-16,CAD,64000000,260000000,2.634,0.5
2025-11-16,CAD,260000000,,2.634,0.5
2025-11-16,CHF,0,90000,1.500,1.5
2025-11-16,CHF,90000,900000,1.000,1
2025-11-16,CHF,900000,46000000,0.750,0.75
2025-11-16,CHF,46000000,180000000,0.75,0.5
2025-11-16,CHF,180000000,,0.75,0.5
2025-11-16,CNH,0,700000,5.563,4
2025-11-16,CNH,700000,7000000,4.563,3
2025-11-16,CNH,7000000,350000000,4.063,2.5
2025-11-16,CNH,350000000,,3.563,2
2025-11-16,CZK,0,400000000,6.234,3
2025-11-16,CZK,400000000,,6.234,3
2025-11-16,DKK,0,120000000,4.510,3
2025-11-16,DKK,120000000,,4.510,3
2025-11-16,EUR,0,90000,3.410,1.5
2025-11-16,EUR,90000,900000,2.910,1
2025-11-16,EUR,900000,44000000,2.660,0.75
2025-11-16,EUR,44000000,180000000,2.410,0.5
2025-11-16,EUR,180000000,,2.410,0.5
2025-11-16,GBP,0,80000,5.534,1.5
2025-11-16,GBP,80000,800000,5.034,1
2025-11-16,GBP,800000,38000000,4.784,0.75
2025-11-16,GBP,38000000,150000000,4.534,0.5
2025-11-16,GBP,150000000,,4.534,0.5
2025-11-16,HKD,0,780000,5.245,2.5
2025-11-16,HKD,780000,7800000,4.745,2
2025-11-16,HKD,7800000,780000000,4.245,1.5
2025-11-16,HKD,780000000,,4.245,1.5
2025-11-16,HUF,0,4500000000,11.427,5
2025-11-16,HUF,4500000000,,11.427,5
2025-11-16,ILS,0,80000000,9.155,5
2025-11-16,ILS,80000000,,9.155,5
2025-11-16,INR,,,8.390,3
2025-11-16,JPY,0,11000000,1.790,1.5
2025-11-16,JPY,11000000,114000000,1.290,1
2025-11-16,JPY,114000000,5700000000,1.040,0.75
2025-11-16,JPY,5700000000,23000000000,0.790,0.5
2025-11-16,JPY,23000000000,,0.790,0.5
2025-11-16,KRW,0,120000000,4.500,2
2025-11-16,KRW,120000000,1200000000,4.000,1.5
2025-11-16,KRW,1200000000,24000000000,3.500,1
2025-11-16,KRW,24000000000,,3.500,1
2025-11-16,MXN,0,2000000,10.715,3
2025-11-16,MXN,2000000,20000000,9.715,2
2025-11-16,MXN,20000000,2000000000,9.215,1.5
2025-11-16,MXN,2000000000,,9.215,1.5
2025-11-16,NOK,0,900000,5.462,1.5
2025-11-16,NOK,900000,9000000,4.962,1
2025-11-16,NOK,9000000,450000000,4.712,0.75
2025-11-16,NOK,450000000,1800000000,4.462,0.5
2025-11-16,NOK,1800000000,,4.462,0.5
2025-11-16,NZD,0,150000,4.030,1.5
2025-11-16,NZD,150000,1500000,3.530,1
2025-11-16,NZD,1500000,150000000,3.280,0.75
2025-11-16,NZD,150000000,,3.280,0.75
2025-11-16,PLN,0,70000000,7.331,3
2025-11-16,PLN,70000000,,7.331,3
2025-11-16,RUB*,0,660000000,21.460,5
2025-11-16,RUB*,660000000,,21.460,5
2025-11-16,SAR,0,350000,7.039,2.5
2025-11-16,SAR,350000,3500000,6.539,2
2025-11-16,SAR,3500000,350000000,6.039,1.5
2025-11-16,SAR,350000000,,6.039,1.5
2025-11-16,SEK,0,900000,3.102,1.5
2025-11-16,SEK,900000,9100000,2.602,1
2025-11-16,SEK,9100000,454000000,2.352,0.75
2025-11-16,SEK,454000000,1820000000,2.102,0.5
2025-11-16,SEK,1820000000,,2.102,0.5
2025-11-16,SGD,0,140000,2.651,1.5
2025-11-16,SGD,140000,1400000,2.151,1
2025-11-16,SGD,1400000,68000000,1.901,0.75
2025-11-16,SGD,68000000,270000000,1.651,0.5
2025-11-16,SGD,270000000,,1.651,0.5
2025-11-16,TRY,0,250000000,35.814,5
2025-11-16,TRY,250000000,,35.814,5
2025-11-16,ZAR,0,1500000,8.462,1.5
2025-11-16,ZAR,1500000,15000000,7.962,1
2025-11-16,ZAR,15000000,1500000000,7.712,0.75
2025-11-16,ZAR,1500000000,,7.712,0.75
