Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2025-10-27,USD,0,10000,0,0
2025-10-27,USD,10000,,3.610,-0.5
2025-10-27,AED,0,35000,0,0
2025-10-27,AED,35000,,3.392,-0.75
2025-10-27,AUD,0,15000,0,0
2025-10-27,AUD,15000,150000,3.135,-0.5
2025-10-27,AUD,150000,,3.385,-0.25
2025-10-27,CAD,0,13000,0,0
2025-10-27,CAD,13000,,1.974,-0.5
2025-10-27,CHF,0,100000,0,0
2025-10-27,CHF,100000,,-0.398,-0.25
2025-10-27,CNH,0,70000,0,0
2025-10-27,CNH,70000,,0.50,0
2025-10-27,CZK,0,250000,0,0
2025-10-27,CZK,250000,,1.362,-2
2025-10-27,DKK,0,75000,0,0
2025-10-27,DKK,75000,,1.047,-0.5
2025-10-27,EUR,0,10000,0,0
2025-10-27,EUR,10000,,1.460,-0.5
2025-10-27,GBP,0,8000,0,0
2025-10-27,GBP,8000,,3.547,-0.5
2025-10-27,HKD,0,78000,0,0
2025-10-27,HKD,78000,,2.817,-0.75
2025-10-27,HUF,0,3500000,0,0
2025-10-27,HUF,3500000,,3.434,-3
2025-10-27,ILS,,,0,0
2025-10-27,INR,,,0,0
2025-10-27,JPY,0,5000000,0,0
2025-10-27,JPY,5000000,,0.158,-0.25
2025-10-27,KRW,0,12000000,0,0
2025-10-27,KRW,12000000,,1.000,-1.5
2025-10-27,MXN,0,200000,0,0
2025-10-27,MXN,200000,,3.841,-4
2025-10-27,NOK,0,100000,0,0
2025-10-27,NOK,100000,,1.980,-2
2025-10-27,NZD,0,15000,0,0
2025-10-27,NZD,15000,,0.245,-2.5
2025-10-27,PLN,0,400000,0,0
2025-10-27,PLN,400000,,2.458,-2
2025-10-27,RUB,,,0,0
2025-10-27,SAR,0,35000,0,0
2025-10-27,SAR,35000,,4.397,-0.75
2025-10-27,SEK,0,110000,0,0
2025-10-27,SEK,110000,,1.276,-0.5
2025-10-27,SGD,0,14000,0,0
2025-10-27,SGD,14000,,0.181,-1
2025-10-27,TRY,0,250000,0,0
2025-10-27,TRY,250000,,5,0
2025-10-27,ZAR,0,150000,0,0
2025-10-27,ZAR,150000,,5.448,-1
