Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2025-11-30,USD,0,100000,5.380,1.5
2025-11-30,USD,100000,1000000,4.880,1
2025-11-30,USD,1000000,50000000,4.630,0.75
2025-11-30,USD,50000000,250000000,4.380,0.5
2025-11-30,USD,250000000,,4.380,0.5
2025-11-30,AED,0,350000,6.430,2.5
2025-11-30,AED,350000,3500000,5.930,2
2025-11-30,AED,3500000,350000000,5.430,1.5
2025-11-30,AED,350000000,,5.430,1.5
2025-11-30,AUD,0,150000,5.299,1.5
2025-11-30,AUD,150000,1500000,4.799,1
2025-11-30,AUD,1500000,75000000,4.549,0.75
2025-11-30,AUD,75000000,300000000,4.299,0.5
2025-11-30,AUD,300000000,,4.299,0.5
2025-11-30,CAD,0,130000,3.633,1.5
2025-11-30,CAD,130000,1300000,3.133,1
2025-11-30,CAD,1300000,64000000,2.883,0.75
2025-11-30,CAD,64000000,260000000,2.633,0.5
2025-11-30,CAD,260000000,,2.633,0.5
2025-11-30,CHF,0,90000,1.500,1.5
2025-11-30,CHF,90000,900000,1.000,1
2025-11-30,CHF,900000,46000000,0.750,0.75
2025-11-30,CHF,46000000,180000000,0.75,0.5
2025-11-30,CHF,180000000,,0.75,0.5
2025-11-30,CNH,0,700000,5.719,4
2025-11-30,CNH,700000,7000000,4.719,3
2025-11-30,CNH,7000000,350000000,4.219,2.5
2025-11-30,CNH,350000000,,3.719,2
2025-11-30,CZK,0,400000000,6.434,3
2025-11-30,CZK,400000000,,6.434,3
2025-11-30,DKK,0,120000000,4.579,3
2025-11-30,DKK,120000000,,4.579,3
2025-11-30,EUR,0,90000,3.525,1.5
2025-11-30,EUR,90000,900000,3.025,1
2025-11-30,EUR,900000,44000000,2.775,0.75
2025-11-30,EUR,44000000,180000000,2.525,0.5
2025-11-30,EUR,180000000,,2.525,0.5
2025-11-30,GBP,0,80000,5.518,1.5
2025-11-30,GBP,80000,800000,5.018,1
2025-11-30,GBP,800000,38000000,4.768,0.75
2025-11-30,GBP,38000000,150000000,4.518,0.5
2025-11-30,GBP,150000000,,4.518,0.5
2025-11-30,HKD,0,780000,5.399,2.5
2025-11-30,HKD,780000,7800000,4.899,2
2025-11-30,HKD,7800000,780000000,4.399,1.5
2025-11-30,HKD,780000000,,4.399,1.5
2025-11-30,HUF,0,4500000000,11.377,5
2025-11-30,HUF,4500000000,,11.377,5
2025-11-30,ILS,0,80000000,8.998,5
2025-11-30,ILS,80000000,,8.998,5
2025-11-30,INR,,,8.440,3
2025-11-30,JPY,0,11000000,1.816,1.5
2025-11-30,JPY,11000000,114000000,1.316,1
2025-11-30,JPY,114000000,5700000000,1.066,0.75
2025-11-30,JPY,5700000000,23000000000,0.816,0.5
2025-11-30,JPY,23000000000,,0.816,0.5
2025-11-30,KRW,0,120000000,4.500,2
2025-11-30,KRW,120000000,1200000000,4.000,1.5
2025-11-30,KRW,1200000000,24000000000,3.500,1
2025-11-30,KRW,24000000000,,3.500,1
2025-11-30,MXN,0,2000000,10.442,3
2025-11-30,MXN,2000000,20000000,9.442,2
2025-11-30,MXN,20000000,2000000000,8.942,1.5
2025-11-30,MXN,2000000000,,8.942,1.5
2025-11-30,NOK,0,900000,5.448,1.5
2025-11-30,NOK,900000,9000000,4.948,1
2025-11-30,NOK,9000000,450000000,4.698,0.75
2025-11-30,NOK,450000000,1800000000,4.448,0.5
2025-11-30,NOK,1800000000,,4.448,0.5
2025-11-30,NZD,0,150000,4.172,1.5
2025-11-30,NZD,150000,1500000,3.672,1
2025-11-30,NZD,1500000,150000000,3.422,0.75
2025-11-30,NZD,150000000,,3.422,0.75
2025-11-30,PLN,0,70000000,7.303,3
2025-11-30,PLN,70000000,,7.303,3
2025-11-30,RUB*,0,660000000,21.210,5
2025-11-30,RUB*,660000000,,21.210,5
2025-11-30,SAR,0,350000,7.583,2.5
2025-11-30,SAR,350000,3500000,7.083,2
2025-11-30,SAR,3500000,350000000,6.583,1.5
2025-11-30,SAR,350000000,,6.583,1.5
2025-11-30,SEK,0,900000,3.270,1.5
2025-11-30,SEK,900000,9100000,2.770,1
2025-11-30,SEK,9100000,454000000,2.520,0.75
2025-11-30,SEK,454000000,1820000000,2.270,0.5
2025-11-30,SEK,1820000000,,2.270,0.5
2025-11-30,SGD,0,140000,2.732,1.5
2025-11-30,SGD,140000,1400000,2.232,1
2025-11-30,SGD,1400000,68000000,1.982,0.75
2025-11-30,SGD,68000000,270000000,1.732,0.5
2025-11-30,SGD,270000000,,1.732,0.5
2025-11-30,TRY,0,250000000,37.739,5
2025-11-30,TRY,250000000,,37.739,5
2025-11-30,ZAR,0,1500000,8.349,1.5
2025-11-30,ZAR,1500000,15000000,7.849,1
2025-11-30,ZAR,15000000,1500000000,7.599,0.75
2025-11-30,ZAR,1500000000,,7.599,0.75
